tissue	outcome	avi_quintile	tested	observed	expected	observed_expected	ci_low	ci_high
Brain_Substantia_nigra	lead	5	1724480	1233	1082.7	1.13882	1.09006	1.18838
Brain_Substantia_nigra	finemapped	1	1928128	13	21.0369	0.617961	0.326657	0.901911
Brain_Substantia_nigra	finemapped	2	1776748	51	55.3334	0.921686	0.658476	1.18579
Brain_Substantia_nigra	finemapped	3	1807287	98	110.471	0.887107	0.716325	1.09125
Brain_Substantia_nigra	finemapped	4	1985402	218	206.43	1.05605	0.912179	1.18685
Brain_Substantia_nigra	finemapped	5	1724480	358	344.728	1.0385	0.963797	1.10564
Breast_Mammary_Tissue	eqtl	1	1873966	34720	52318	0.663634	0.499712	0.847587
Breast_Mammary_Tissue	eqtl	2	1758094	62631	98713.9	0.63447	0.547051	0.730755
Breast_Mammary_Tissue	eqtl	3	1795788	128655	144503	0.890326	0.798262	0.989712
Breast_Mammary_Tissue	eqtl	4	1983611	253534	221857	1.14278	1.09334	1.1921
Breast_Mammary_Tissue	eqtl	5	1724179	315459	277607	1.13635	1.06617	1.20596
Breast_Mammary_Tissue	lead	1	1873966	223	424.259	0.525622	0.459208	0.5935
Breast_Mammary_Tissue	lead	2	1758094	584	900.687	0.648394	0.592158	0.707856
Breast_Mammary_Tissue	lead	3	1795788	1193	1507.4	0.791427	0.743379	0.844057
Breast_Mammary_Tissue	lead	4	1983611	2516	2527.75	0.995352	0.957181	1.03367
Breast_Mammary_Tissue	lead	5	1724179	4449	3604.9	1.23415	1.20122	1.27239
Breast_Mammary_Tissue	finemapped	1	1873966	73	116.955	0.624171	0.476941	0.771301
Breast_Mammary_Tissue	finemapped	2	1758094	214	325.037	0.658387	0.547557	0.778086
Breast_Mammary_Tissue	finemapped	3	1795788	593	669.173	0.886169	0.790472	0.995082
Breast_Mammary_Tissue	finemapped	4	1983611	1192	1243.03	0.95895	0.893164	1.02778
Breast_Mammary_Tissue	finemapped	5	1724179	2291	2008.81	1.14048	1.09225	1.18886
Cells_Cultured_fibroblasts	eqtl	1	1783729	68378	101255	0.675308	0.567064	0.795905
Cells_Cultured_fibroblasts	eqtl	2	1722109	129138	179304	0.720218	0.663883	0.7823
Cells_Cultured_fibroblasts	eqtl	3	1775974	224691	251127	0.894729	0.840825	0.949821
Cells_Cultured_fibroblasts	eqtl	4	1974101	429769	378382	1.13581	1.10226	1.16781
Cells_Cultured_fibroblasts	eqtl	5	1721557	515671	457580	1.12695	1.08689	1.16803
Cells_Cultured_fibroblasts	lead	1	1783729	334	630.613	0.529643	0.473846	0.590989
Cells_Cultured_fibroblasts	lead	2	1722109	900	1286.98	0.699309	0.653623	0.747182
Cells_Cultured_fibroblasts	lead	3	1775974	1644	2080.87	0.790053	0.743137	0.839801
Cells_Cultured_fibroblasts	lead	4	1974101	3508	3515.25	0.997937	0.96374	1.02972
Cells_Cultured_fibroblasts	lead	5	1721557	6301	5173.28	1.21799	1.18676	1.25138
Cells_Cultured_fibroblasts	finemapped	1	1783729	91	208.873	0.43567	0.336511	0.556004
Cells_Cultured_fibroblasts	finemapped	2	1722109	404	551.674	0.732316	0.64944	0.82461
Cells_Cultured_fibroblasts	finemapped	3	1775974	891	1076.9	0.827376	0.746085	0.918382
Cells_Cultured_fibroblasts	finemapped	4	1974101	2032	2043	0.994615	0.940451	1.04943
Cells_Cultured_fibroblasts	finemapped	5	1721557	3839	3376.55	1.13696	1.09627	1.1754
Cells_EBV-transformed_lymphocytes	eqtl	1	1717417	9116	13321.4	0.684313	0.368563	1.00043
Cells_EBV-transformed_lymphocytes	eqtl	2	1690613	13984	27706.5	0.50472	0.415578	0.606844
Cells_EBV-transformed_lymphocytes	eqtl	3	1761246	41346	44357.8	0.932103	0.709628	1.14686
Cells_EBV-transformed_lymphocytes	eqtl	4	1966060	85766	74230	1.15541	1.08481	1.22729
Cells_EBV-transformed_lymphocytes	eqtl	5	1716854	113605	104201	1.09024	0.972287	1.2178
Cells_EBV-transformed_lymphocytes	lead	1	1717417	119	174.602	0.68155	0.555159	0.798444
Cells_EBV-transformed_lymphocytes	lead	2	1690613	250	380.052	0.657806	0.575395	0.744218
Cells_EBV-transformed_lymphocytes	lead	3	1761246	524	649.766	0.806444	0.740435	0.872765
Cells_EBV-transformed_lymphocytes	lead	4	1966060	1162	1131.15	1.02727	0.972378	1.08665
Cells_EBV-transformed_lymphocytes	lead	5	1716854	1972	1691.43	1.16588	1.12821	1.20699
Cells_EBV-transformed_lymphocytes	finemapped	1	1717417	17	33.3054	0.510427	0.260852	0.790891
Cells_EBV-transformed_lymphocytes	finemapped	2	1690613	54	95.5204	0.565324	0.431537	0.708829
Cells_EBV-transformed_lymphocytes	finemapped	3	1761246	160	204.998	0.780497	0.655081	0.914462
Cells_EBV-transformed_lymphocytes	finemapped	4	1966060	423	394.955	1.07101	0.978084	1.16134
Cells_EBV-transformed_lymphocytes	finemapped	5	1716854	742	667.222	1.11207	1.05136	1.17356
Colon_Sigmoid	eqtl	1	1870022	35353	50223.5	0.703914	0.541788	0.89075
Colon_Sigmoid	eqtl	2	1764592	60133	91215.8	0.659239	0.580553	0.747236
Colon_Sigmoid	eqtl	3	1801707	115317	133473	0.863976	0.76089	0.974258
Colon_Sigmoid	eqtl	4	1983378	235404	207844	1.1326	1.08642	1.17862
Colon_Sigmoid	eqtl	5	1724638	301551	265002	1.13792	1.06573	1.20961
Colon_Sigmoid	lead	1	1870022	272	449.122	0.605626	0.533211	0.684113
Colon_Sigmoid	lead	2	1764592	602	883.185	0.681624	0.620301	0.740598
Colon_Sigmoid	lead	3	1801707	1109	1446.6	0.766623	0.718331	0.817595
Colon_Sigmoid	lead	4	1983378	2368	2434.04	0.972867	0.934857	1.012
Colon_Sigmoid	lead	5	1724638	4390	3528.05	1.24431	1.20883	1.28305
Colon_Sigmoid	finemapped	1	1870022	56	101.325	0.552676	0.396921	0.727265
Colon_Sigmoid	finemapped	2	1764592	191	274.601	0.695555	0.570822	0.836911
Colon_Sigmoid	finemapped	3	1801707	470	569.564	0.825193	0.73214	0.942671
Colon_Sigmoid	finemapped	4	1983378	1063	1077.74	0.986322	0.91159	1.05885
Colon_Sigmoid	finemapped	5	1724638	2007	1763.77	1.1379	1.08666	1.18512
Colon_Transverse	eqtl	1	1871297	38227	55783.2	0.685278	0.521725	0.857873
Colon_Transverse	eqtl	2	1766311	66889	101593	0.658404	0.574196	0.748251
Colon_Transverse	eqtl	3	1803774	130325	148437	0.877984	0.789602	0.975281
Colon_Transverse	eqtl	4	1983677	254698	228432	1.11498	1.06689	1.16046
Colon_Transverse	eqtl	5	1724638	330437	286332	1.15404	1.08738	1.2215
Colon_Transverse	lead	1	1871297	257	472.047	0.544438	0.479626	0.609837
Colon_Transverse	lead	2	1766311	680	976.734	0.696198	0.642708	0.754639
Colon_Transverse	lead	3	1803774	1230	1623.57	0.757589	0.709542	0.809493
Colon_Transverse	lead	4	1983677	2651	2718.1	0.975315	0.937305	1.01138
Colon_Transverse	lead	5	1724638	4860	3887.55	1.25014	1.21553	1.28915
Colon_Transverse	finemapped	1	1871297	59	113.685	0.518979	0.391264	0.656099
Colon_Transverse	finemapped	2	1766311	234	325.949	0.717904	0.612757	0.828584
Colon_Transverse	finemapped	3	1803774	548	682.773	0.802609	0.719146	0.896384
Colon_Transverse	finemapped	4	1983677	1190	1274.59	0.933636	0.870534	0.998546
Colon_Transverse	finemapped	5	1724638	2428	2062.01	1.17749	1.13241	1.21975
Esophagus_Gastroesophageal_Junction	eqtl	1	1870654	35981	50259.1	0.715911	0.541526	0.904396
Esophagus_Gastroesophageal_Junction	eqtl	2	1756624	60672	93898.9	0.646142	0.569005	0.73316
Esophagus_Gastroesophageal_Junction	eqtl	3	1797154	118362	138269	0.856027	0.756345	0.953918
Esophagus_Gastroesophageal_Junction	eqtl	4	1983814	247593	216499	1.14362	1.09612	1.18966
Esophagus_Gastroesophageal_Junction	eqtl	5	1724638	312993	276675	1.13127	1.05903	1.20278
Esophagus_Gastroesophageal_Junction	lead	1	1870654	233	416.982	0.558777	0.48553	0.640634
Esophagus_Gastroesophageal_Junction	lead	2	1756624	552	856.191	0.644716	0.590388	0.702944
Esophagus_Gastroesophageal_Junction	lead	3	1797154	1110	1428.11	0.77725	0.720431	0.831861
Esophagus_Gastroesophageal_Junction	lead	4	1983814	2407	2427.01	0.991756	0.953198	1.03496
Esophagus_Gastroesophageal_Junction	lead	5	1724638	4371	3544.71	1.23311	1.19611	1.27207
Esophagus_Gastroesophageal_Junction	finemapped	1	1870654	52	104.502	0.497598	0.356128	0.641462
Esophagus_Gastroesophageal_Junction	finemapped	2	1756624	188	284.02	0.661925	0.526952	0.809619
Esophagus_Gastroesophageal_Junction	finemapped	3	1797154	507	600.063	0.844912	0.752879	0.943325
Esophagus_Gastroesophageal_Junction	finemapped	4	1983814	1128	1148.83	0.98187	0.915259	1.05793
Esophagus_Gastroesophageal_Junction	finemapped	5	1724638	2175	1912.59	1.1372	1.08358	1.18632
Esophagus_Mucosa	eqtl	1	1806860	54755	82914.8	0.660377	0.533966	0.793668
Esophagus_Mucosa	eqtl	2	1738531	104554	151979	0.687951	0.621845	0.762504
Esophagus_Mucosa	eqtl	3	1792664	196508	218860	0.897869	0.834973	0.964479
Esophagus_Mucosa	eqtl	4	1979889	375606	334794	1.1219	1.08357	1.15744
Esophagus_Mucosa	eqtl	5	1723584	466323	409197	1.1396	1.09585	1.18595
Esophagus_Mucosa	lead	1	1806860	309	582.774	0.530223	0.47071	0.597798
Esophagus_Mucosa	lead	2	1738531	819	1202.69	0.680975	0.627559	0.736488
Esophagus_Mucosa	lead	3	1792664	1561	2007.63	0.777534	0.734113	0.82097
Esophagus_Mucosa	lead	4	1979889	3384	3412.98	0.991509	0.959242	1.02431
Esophagus_Mucosa	lead	5	1723584	6062	4928.93	1.22988	1.19878	1.2637
Esophagus_Mucosa	finemapped	1	1806860	90	175.883	0.511704	0.405222	0.624532
Esophagus_Mucosa	finemapped	2	1738531	322	466.924	0.689619	0.58729	0.804446
Esophagus_Mucosa	finemapped	3	1792664	789	968.848	0.81437	0.735271	0.893578
Esophagus_Mucosa	finemapped	4	1979889	1783	1830.79	0.973899	0.919006	1.03284
Esophagus_Mucosa	finemapped	5	1723584	3428	2969.56	1.15438	1.10857	1.19599
Esophagus_Muscularis	eqtl	1	1857500	62172	87297.2	0.712188	0.583352	0.83999
Esophagus_Muscularis	eqtl	2	1754973	103961	151841	0.684669	0.620779	0.756363
Esophagus_Muscularis	eqtl	3	1796669	186357	213683	0.872117	0.806051	0.943769
Esophagus_Muscularis	eqtl	4	1983228	370669	324710	1.14154	1.10373	1.17878
Esophagus_Muscularis	eqtl	5	1724384	450916	396544	1.13712	1.08657	1.18728
Esophagus_Muscularis	lead	1	1857500	314	597.652	0.525389	0.471083	0.577402
Esophagus_Muscularis	lead	2	1754973	810	1185.3	0.683372	0.630571	0.741309
Esophagus_Muscularis	lead	3	1796669	1496	1932.17	0.774258	0.726563	0.824724
Esophagus_Muscularis	lead	4	1983228	3232	3265.98	0.989596	0.954918	1.0264
Esophagus_Muscularis	lead	5	1724384	5817	4687.9	1.24086	1.20595	1.28003
Esophagus_Muscularis	finemapped	1	1857500	93	174.58	0.532706	0.417476	0.649767
Esophagus_Muscularis	finemapped	2	1754973	324	462.389	0.700709	0.590148	0.828476
Esophagus_Muscularis	finemapped	3	1796669	742	943.691	0.786274	0.711883	0.877379
Esophagus_Muscularis	finemapped	4	1983228	1756	1797.92	0.976684	0.924549	1.0367
Esophagus_Muscularis	finemapped	5	1724384	3381	2917.42	1.1589	1.11684	1.19933
Heart_Atrial_Appendage	eqtl	1	1844243	43340	60150	0.720531	0.570165	0.877393
Heart_Atrial_Appendage	eqtl	2	1750358	70124	105160	0.666834	0.592611	0.74618
Heart_Atrial_Appendage	eqtl	3	1800763	135936	150912	0.900765	0.810083	0.995443
Heart_Atrial_Appendage	eqtl	4	1982933	260738	231971	1.12401	1.07815	1.16959
Heart_Atrial_Appendage	eqtl	5	1723880	327886	289832	1.1313	1.06629	1.1948
Heart_Atrial_Appendage	lead	1	1844243	248	451.687	0.549053	0.481415	0.629199
Heart_Atrial_Appendage	lead	2	1750358	618	902.479	0.68478	0.629755	0.743597
Heart_Atrial_Appendage	lead	3	1800763	1241	1498.66	0.828072	0.776352	0.882888
Heart_Atrial_Appendage	lead	4	1982933	2481	2561.19	0.968692	0.933208	1.00749
Heart_Atrial_Appendage	lead	5	1723880	4552	3725.99	1.22169	1.18625	1.26275
Heart_Atrial_Appendage	finemapped	1	1844243	65	123.796	0.525057	0.396144	0.667088
Heart_Atrial_Appendage	finemapped	2	1750358	238	318.485	0.747287	0.635386	0.868523
Heart_Atrial_Appendage	finemapped	3	1800763	595	661.822	0.899033	0.808694	0.997474
Heart_Atrial_Appendage	finemapped	4	1982933	1190	1252.98	0.949734	0.885852	1.01469
Heart_Atrial_Appendage	finemapped	5	1723880	2340	2070.91	1.12994	1.08248	1.17701
Heart_Left_Ventricle	eqtl	1	1793771	32622	47681.5	0.684164	0.508566	0.872259
Heart_Left_Ventricle	eqtl	2	1739071	58222	89111.5	0.653361	0.574825	0.729921
Heart_Left_Ventricle	eqtl	3	1788805	117773	130776	0.900568	0.795015	1.00886
Heart_Left_Ventricle	eqtl	4	1977280	232206	207070	1.12139	1.07428	1.16717
Heart_Left_Ventricle	eqtl	5	1722812	300050	266234	1.12702	1.05598	1.19717
Heart_Left_Ventricle	lead	1	1793771	205	379.427	0.540288	0.465555	0.621233
Heart_Left_Ventricle	lead	2	1739071	552	783.166	0.704831	0.648475	0.764111
Heart_Left_Ventricle	lead	3	1788805	1007	1307.72	0.770043	0.715709	0.824954
Heart_Left_Ventricle	lead	4	1977280	2238	2270.12	0.985849	0.949436	1.02639
Heart_Left_Ventricle	lead	5	1722812	4074	3335.56	1.22138	1.18667	1.25994
Heart_Left_Ventricle	finemapped	1	1793771	57	99.4364	0.573231	0.415544	0.747034
Heart_Left_Ventricle	finemapped	2	1739071	219	260.993	0.839102	0.703689	0.977693
Heart_Left_Ventricle	finemapped	3	1788805	419	552.765	0.758007	0.661468	0.868727
Heart_Left_Ventricle	finemapped	4	1977280	1027	1084.49	0.946992	0.880217	1.01977
Heart_Left_Ventricle	finemapped	5	1722812	2090	1814.32	1.15195	1.10344	1.19782
Kidney_Cortex	eqtl	1	1858575	3148	3673.88	0.85686	0.466958	1.28025
Kidney_Cortex	eqtl	2	1757950	3823	7146.37	0.534957	0.341273	0.749451
Kidney_Cortex	eqtl	3	1798806	13600	11216.2	1.21253	0.768514	1.61975
Kidney_Cortex	eqtl	4	1983228	20763	18224.9	1.13927	0.988769	1.2926
Kidney_Cortex	eqtl	5	1724995	24336	25408.7	0.957783	0.770268	1.18558
Kidney_Cortex	lead	1	1858575	36	50.9609	0.706424	0.504445	0.898588
Kidney_Cortex	lead	2	1757950	77	105.074	0.732819	0.54839	0.935949
Kidney_Cortex	lead	3	1798806	169	175.341	0.963837	0.804323	1.14555
Kidney_Cortex	lead	4	1983228	308	294.275	1.04664	0.937144	1.16039
Kidney_Cortex	lead	5	1724995	449	413.35	1.08625	1.00434	1.17753
Kidney_Cortex	finemapped	1	1858575	8	12.2864	0.651126	0.268434	1.05335
Kidney_Cortex	finemapped	2	1757950	23	27.8559	0.825679	0.431181	1.24543
Kidney_Cortex	finemapped	3	1798806	37	53.4389	0.692379	0.485472	0.952269
Kidney_Cortex	finemapped	4	1983228	100	94.1981	1.06159	0.870557	1.23507
Kidney_Cortex	finemapped	5	1724995	166	146.221	1.13527	1.0134	1.26447
Liver	eqtl	1	1757800	12637	19902	0.634962	0.463548	0.828574
Liver	eqtl	2	1718011	24745	39231.2	0.630748	0.517735	0.766312
Liver	eqtl	3	1780482	60947	60818.5	1.00211	0.836037	1.15579
Liver	eqtl	4	1976779	113188	99008.1	1.14322	1.07413	1.20383
Liver	eqtl	5	1721959	140025	132582	1.05614	0.960124	1.15758
Liver	lead	1	1757800	128	227.007	0.563858	0.474642	0.664814
Liver	lead	2	1718011	331	463.104	0.714742	0.635995	0.798016
Liver	lead	3	1780482	669	781.235	0.856337	0.788938	0.924053
Liver	lead	4	1976779	1378	1345.31	1.0243	0.973808	1.07533
Liver	lead	5	1721959	2243	1932.34	1.16077	1.124	1.20064
Liver	finemapped	1	1757800	14	45.4947	0.307728	0.162995	0.466405
Liver	finemapped	2	1718011	106	121.968	0.869077	0.691972	1.05794
Liver	finemapped	3	1780482	255	265.68	0.959803	0.823774	1.10682
Liver	finemapped	4	1976779	487	510.409	0.954137	0.870499	1.04014
Liver	finemapped	5	1721959	925	843.448	1.09669	1.03948	1.158
Lung	eqtl	1	1877745	55987	79925.8	0.700487	0.571463	0.831071
Lung	eqtl	2	1755758	99167	141749	0.699594	0.629284	0.768101
Lung	eqtl	3	1794546	180556	201754	0.89493	0.822972	0.972526
Lung	eqtl	4	1981156	344225	304155	1.13174	1.0931	1.17135
Lung	eqtl	5	1723543	417726	370077	1.12876	1.07811	1.1808
Lung	lead	1	1877745	342	585.208	0.584408	0.520487	0.648998
Lung	lead	2	1755758	813	1200.29	0.677334	0.625187	0.735511
Lung	lead	3	1794546	1514	1973.08	0.767329	0.723198	0.812673
Lung	lead	4	1981156	3194	3273.04	0.975852	0.9409	1.01075
Lung	lead	5	1723543	5768	4599.38	1.25408	1.21855	1.29091
Lung	finemapped	1	1877745	103	173.983	0.592013	0.455691	0.72083
Lung	finemapped	2	1755758	317	454.028	0.698195	0.59921	0.813725
Lung	finemapped	3	1794546	780	916.164	0.851376	0.773586	0.936437
Lung	finemapped	4	1981156	1700	1675.13	1.01485	0.9596	1.08254
Lung	finemapped	5	1723543	2975	2655.7	1.12023	1.07711	1.1593
Minor_Salivary_Gland	eqtl	1	1858849	10122	14201.1	0.712759	0.424758	1.00313
Minor_Salivary_Gland	eqtl	2	1752777	17761	28229.3	0.629168	0.50548	0.776369
Minor_Salivary_Gland	eqtl	3	1800824	45463	44313.9	1.02593	0.824817	1.21677
Minor_Salivary_Gland	eqtl	4	1982762	77314	70059.2	1.10355	1.03338	1.18052
Minor_Salivary_Gland	eqtl	5	1723521	101157	95013.4	1.06466	0.944712	1.19491
Minor_Salivary_Gland	lead	1	1858849	134	191.67	0.699118	0.585192	0.816391
Minor_Salivary_Gland	lead	2	1752777	301	394.778	0.762455	0.661585	0.87617
Minor_Salivary_Gland	lead	3	1800824	586	669.235	0.875626	0.799194	0.953004
Minor_Salivary_Gland	lead	4	1982762	1122	1102.15	1.01801	0.964345	1.07496
Minor_Salivary_Gland	lead	5	1723521	1802	1587.17	1.13535	1.09316	1.1742
Minor_Salivary_Gland	finemapped	1	1858849	14	33.8223	0.413928	0.198178	0.679496
Minor_Salivary_Gland	finemapped	2	1752777	92	92.3696	0.995999	0.764606	1.2219
Minor_Salivary_Gland	finemapped	3	1800824	162	200.714	0.807121	0.681126	0.94262
Minor_Salivary_Gland	finemapped	4	1982762	399	365.122	1.09278	0.995691	1.20533
Minor_Salivary_Gland	finemapped	5	1723521	621	595.972	1.04199	0.973604	1.10642
Muscle_Skeletal	eqtl	1	1746075	56129	85057.1	0.659898	0.540224	0.789331
Muscle_Skeletal	eqtl	2	1725681	103278	156735	0.658934	0.603054	0.721306
Muscle_Skeletal	eqtl	3	1785606	194738	222661	0.874596	0.808834	0.945235
Muscle_Skeletal	eqtl	4	1974693	391830	344481	1.13745	1.10088	1.17528
Muscle_Skeletal	eqtl	5	1722110	487099	424141	1.14844	1.10197	1.19474
Muscle_Skeletal	lead	1	1746075	270	540.669	0.499381	0.431839	0.563328
Muscle_Skeletal	lead	2	1725681	681	1107.73	0.614771	0.567918	0.661211
Muscle_Skeletal	lead	3	1785606	1409	1823.49	0.772694	0.725383	0.822486
Muscle_Skeletal	lead	4	1974693	3085	3140.29	0.982392	0.946846	1.01775
Muscle_Skeletal	lead	5	1722110	5832	4664.82	1.25021	1.21493	1.29036
Muscle_Skeletal	finemapped	1	1746075	77	166.825	0.461562	0.331231	0.594807
Muscle_Skeletal	finemapped	2	1725681	293	438.077	0.668831	0.561717	0.784082
Muscle_Skeletal	finemapped	3	1785606	700	901.074	0.77685	0.701047	0.862889
Muscle_Skeletal	finemapped	4	1974693	1688	1735.85	0.972436	0.914523	1.0378
Muscle_Skeletal	finemapped	5	1722110	3398	2914.18	1.16602	1.12371	1.20733
Nerve_Tibial	eqtl	1	1897940	88638	123455	0.717977	0.621438	0.819304
Nerve_Tibial	eqtl	2	1765551	145264	203272	0.714629	0.663769	0.765969
Nerve_Tibial	eqtl	3	1800904	251291	280359	0.896319	0.844382	0.953969
Nerve_Tibial	eqtl	4	1984591	465473	413368	1.12605	1.09326	1.15862
Nerve_Tibial	eqtl	5	1724045	554187	484399	1.14407	1.10309	1.18478
Nerve_Tibial	lead	1	1897940	428	791.579	0.540692	0.490944	0.59633
Nerve_Tibial	lead	2	1765551	1014	1504.21	0.674107	0.627499	0.723265
Nerve_Tibial	lead	3	1800904	1827	2431.64	0.751345	0.708653	0.79743
Nerve_Tibial	lead	4	1984591	3988	4010.72	0.994334	0.961348	1.02938
Nerve_Tibial	lead	5	1724045	7068	5586.85	1.26511	1.2313	1.3018
Nerve_Tibial	finemapped	1	1897940	156	283.034	0.551171	0.450487	0.655813
Nerve_Tibial	finemapped	2	1765551	492	679.737	0.723809	0.632276	0.837181
Nerve_Tibial	finemapped	3	1800904	1096	1334.17	0.821483	0.746863	0.898404
Nerve_Tibial	finemapped	4	1984591	2365	2428.34	0.973918	0.926144	1.02428
Nerve_Tibial	finemapped	5	1724045	4401	3784.72	1.16283	1.12272	1.20552
Ovary	eqtl	1	1852727	15630	19815.1	0.788793	0.530216	1.05317
Ovary	eqtl	2	1756780	22642	37095.2	0.610375	0.499524	0.732522
Ovary	eqtl	3	1802414	51831	56198.2	0.92229	0.770086	1.07305
Ovary	eqtl	4	1983374	104341	89670.2	1.16361	1.09261	1.23459
Ovary	eqtl	5	1724355	128523	120188	1.06935	0.970426	1.17474
Ovary	lead	1	1852727	149	228.644	0.651667	0.541817	0.762866
Ovary	lead	2	1756780	303	453.968	0.667448	0.584084	0.753003
Ovary	lead	3	1802414	627	744.402	0.842287	0.767447	0.923493
Ovary	lead	4	1983374	1267	1261.96	1.004	0.947017	1.06493
Ovary	lead	5	1724355	2162	1819.03	1.18855	1.14552	1.23568
Ovary	finemapped	1	1852727	22	49.4664	0.444746	0.249803	0.639762
Ovary	finemapped	2	1756780	88	126.993	0.69295	0.528064	0.882389
Ovary	finemapped	3	1802414	225	258.859	0.869198	0.72859	1.02444
Ovary	finemapped	4	1983374	478	484.611	0.986359	0.898097	1.07425
Ovary	finemapped	5	1724355	892	785.071	1.1362	1.06944	1.20355
Pancreas	eqtl	1	1793616	33647	48067.7	0.699992	0.525924	0.888424
Pancreas	eqtl	2	1730793	54860	85625.7	0.640696	0.565413	0.718091
Pancreas	eqtl	3	1788226	115551	126543	0.913136	0.807082	1.02694
Pancreas	eqtl	4	1979365	221397	197685	1.11995	1.07033	1.16681
Pancreas	eqtl	5	1722776	284540	252074	1.1288	1.06343	1.19696
Pancreas	lead	1	1793616	200	388.508	0.51479	0.448689	0.587075
Pancreas	lead	2	1730793	544	781.62	0.69599	0.638812	0.753814
Pancreas	lead	3	1788226	1013	1315.99	0.769763	0.714647	0.829815
Pancreas	lead	4	1979365	2208	2255.75	0.978832	0.938717	1.01809
Pancreas	lead	5	1722776	4068	3291.13	1.23605	1.20229	1.27394
Pancreas	finemapped	1	1793616	61	104.269	0.585025	0.435584	0.754406
Pancreas	finemapped	2	1730793	191	266.509	0.716673	0.593193	0.84075
Pancreas	finemapped	3	1788226	450	560.007	0.803561	0.717842	0.893771
Pancreas	finemapped	4	1979365	1037	1080.69	0.959575	0.894775	1.03016
Pancreas	finemapped	5	1722776	2075	1802.53	1.15116	1.10343	1.19556
Pituitary	eqtl	1	1917204	31381	43865.1	0.715398	0.532992	0.913081
Pituitary	eqtl	2	1777876	50654	76805.4	0.659511	0.562322	0.761366
Pituitary	eqtl	3	1810523	100698	111255	0.905107	0.793059	1.01973
Pituitary	eqtl	4	1985525	192973	170355	1.13277	1.0793	1.18668
Pituitary	eqtl	5	1724638	243364	216789	1.12258	1.04896	1.20088
Pituitary	lead	1	1917204	249	385.008	0.64674	0.570855	0.735516
Pituitary	lead	2	1777876	528	774.412	0.681807	0.611931	0.759598
Pituitary	lead	3	1810523	949	1265.16	0.750102	0.696966	0.807095
Pituitary	lead	4	1985525	2115	2101.5	1.00642	0.965096	1.04886
Pituitary	lead	5	1724638	3690	3004.92	1.22799	1.19445	1.26348
Pituitary	finemapped	1	1917204	43	80.4368	0.534581	0.376442	0.710932
Pituitary	finemapped	2	1777876	164	211.215	0.776458	0.569581	1.00669
Pituitary	finemapped	3	1810523	324	429.204	0.754886	0.657255	0.863833
Pituitary	finemapped	4	1985525	810	786.816	1.02947	0.95439	1.11083
Pituitary	finemapped	5	1724638	1449	1282.33	1.12998	1.07461	1.18172
Prostate	eqtl	1	1890051	20677	27408.2	0.754408	0.519021	0.992914
Prostate	eqtl	2	1768687	33571	52054.4	0.644921	0.534869	0.775711
Prostate	eqtl	3	1800888	72389	78864.7	0.917889	0.765577	1.0633
Prostate	eqtl	4	1983956	139665	123296	1.13276	1.06769	1.19428
Prostate	eqtl	5	1724299	176868	161546	1.09484	1.00046	1.1996
Prostate	lead	1	1890051	168	297.71	0.564307	0.477947	0.658052
Prostate	lead	2	1768687	439	601.712	0.729585	0.657623	0.799649
Prostate	lead	3	1800888	817	1010.75	0.80831	0.748812	0.875796
Prostate	lead	4	1983956	1665	1684.15	0.988628	0.945036	1.03705
Prostate	lead	5	1724299	2933	2427.68	1.20815	1.16651	1.24551
Prostate	finemapped	1	1890051	35	63.4222	0.551858	0.370543	0.738227
Prostate	finemapped	2	1768687	129	166.499	0.774777	0.622218	0.918226
Prostate	finemapped	3	1800888	289	352.796	0.81917	0.698055	0.948058
Prostate	finemapped	4	1983956	597	651.106	0.916901	0.839464	1.00548
Prostate	finemapped	5	1724299	1240	1056.18	1.17405	1.11467	1.2319
Skin_Not_Sun_Exposed_Suprapubic	eqtl	1	1850161	57187	87699	0.652083	0.534976	0.772645
Skin_Not_Sun_Exposed_Suprapubic	eqtl	2	1753483	108853	158906	0.685014	0.621962	0.750235
Skin_Not_Sun_Exposed_Suprapubic	eqtl	3	1802059	208902	226483	0.922374	0.855984	0.989071
Skin_Not_Sun_Exposed_Suprapubic	eqtl	4	1983170	381753	341950	1.1164	1.07898	1.15139
Skin_Not_Sun_Exposed_Suprapubic	eqtl	5	1724448	475305	416962	1.13992	1.0943	1.18781
Skin_Not_Sun_Exposed_Suprapubic	lead	1	1850161	362	660.645	0.54795	0.490986	0.603001
Skin_Not_Sun_Exposed_Suprapubic	lead	2	1753483	924	1339.35	0.689888	0.642747	0.736045
Skin_Not_Sun_Exposed_Suprapubic	lead	3	1802059	1711	2172.89	0.787431	0.744989	0.831531
Skin_Not_Sun_Exposed_Suprapubic	lead	4	1983170	3529	3624.47	0.97366	0.93993	1.00819
Skin_Not_Sun_Exposed_Suprapubic	lead	5	1724448	6459	5187.65	1.24507	1.21314	1.28315
Skin_Not_Sun_Exposed_Suprapubic	finemapped	1	1850161	88	202.011	0.43562	0.333829	0.541876
Skin_Not_Sun_Exposed_Suprapubic	finemapped	2	1753483	400	540.494	0.740064	0.625129	0.866944
Skin_Not_Sun_Exposed_Suprapubic	finemapped	3	1802059	907	1070.19	0.847511	0.767365	0.935391
Skin_Not_Sun_Exposed_Suprapubic	finemapped	4	1983170	1951	1976.73	0.986983	0.926451	1.0584
Skin_Not_Sun_Exposed_Suprapubic	finemapped	5	1724448	3645	3201.57	1.1385	1.08609	1.18482
