y	variant	y_transform	x_model	x_plot	fit_model_space	ci_lo_model_space	ci_hi_model_space	fit_y_units	ci_lo_y_units	ci_hi_y_units
avi_top1_per_kb	B_log10_x	raw	0.901028	7.96211	27.5903	26.8301	28.3506	27.5903	26.8301	28.3506
avi_top1_per_kb	B_log10_x	raw	0.910317	8.13424	27.6178	26.8617	28.3738	27.6178	26.8617	28.3738
avi_top1_per_kb	B_log10_x	raw	0.919606	8.3101	27.6452	26.8934	28.397	27.6452	26.8934	28.397
avi_top1_per_kb	B_log10_x	raw	0.928895	8.48975	27.6726	26.9251	28.4201	27.6726	26.9251	28.4201
avi_top1_per_kb	B_log10_x	raw	0.938184	8.67329	27.7	26.9568	28.4433	27.7	26.9568	28.4433
avi_top1_per_kb	B_log10_x	raw	0.947473	8.8608	27.7275	26.9884	28.4666	27.7275	26.9884	28.4666
avi_top1_per_kb	B_log10_x	raw	0.956762	9.05236	27.7549	27.02	28.4898	27.7549	27.02	28.4898
avi_top1_per_kb	B_log10_x	raw	0.966051	9.24806	27.7823	27.0516	28.513	27.7823	27.0516	28.513
avi_top1_per_kb	B_log10_x	raw	0.97534	9.448	27.8098	27.0833	28.5363	27.8098	27.0833	28.5363
avi_top1_per_kb	B_log10_x	raw	0.984629	9.65225	27.8372	27.1148	28.5595	27.8372	27.1148	28.5595
avi_top1_per_kb	B_log10_x	raw	0.993918	9.86092	27.8646	27.1464	28.5828	27.8646	27.1464	28.5828
avi_top1_per_kb	B_log10_x	raw	1.00321	10.0741	27.892	27.178	28.6061	27.892	27.178	28.6061
avi_top1_per_kb	B_log10_x	raw	1.0125	10.2919	27.9195	27.2095	28.6294	27.9195	27.2095	28.6294
avi_top1_per_kb	B_log10_x	raw	1.02178	10.5144	27.9469	27.2411	28.6527	27.9469	27.2411	28.6527
avi_top1_per_kb	B_log10_x	raw	1.03107	10.7417	27.9743	27.2726	28.676	27.9743	27.2726	28.676
avi_top1_per_kb	B_log10_x	raw	1.04036	10.9739	28.0017	27.3041	28.6994	28.0017	27.3041	28.6994
avi_top1_per_kb	B_log10_x	raw	1.04965	11.2112	28.0292	27.3356	28.7227	28.0292	27.3356	28.7227
avi_top1_per_kb	B_log10_x	raw	1.05894	11.4536	28.0566	27.3671	28.7461	28.0566	27.3671	28.7461
avi_top1_per_kb	B_log10_x	raw	1.06823	11.7012	28.084	27.3985	28.7695	28.084	27.3985	28.7695
avi_top1_per_kb	B_log10_x	raw	1.07752	11.9541	28.1114	27.43	28.7929	28.1114	27.43	28.7929
avi_top1_per_kb	B_log10_x	raw	1.08681	12.2126	28.1389	27.4614	28.8163	28.1389	27.4614	28.8163
avi_top1_per_kb	B_log10_x	raw	1.0961	12.4766	28.1663	27.4928	28.8397	28.1663	27.4928	28.8397
avi_top1_per_kb	B_log10_x	raw	1.10539	12.7463	28.1937	27.5242	28.8632	28.1937	27.5242	28.8632
avi_top1_per_kb	B_log10_x	raw	1.11467	13.0219	28.2211	27.5556	28.8867	28.2211	27.5556	28.8867
avi_top1_per_kb	B_log10_x	raw	1.12396	13.3034	28.2486	27.587	28.9102	28.2486	27.587	28.9102
avi_top1_per_kb	B_log10_x	raw	1.13325	13.591	28.276	27.6183	28.9337	28.276	27.6183	28.9337
avi_top1_per_kb	B_log10_x	raw	1.14254	13.8848	28.3034	27.6497	28.9572	28.3034	27.6497	28.9572
avi_top1_per_kb	B_log10_x	raw	1.15183	14.185	28.3308	27.681	28.9807	28.3308	27.681	28.9807
avi_top1_per_kb	B_log10_x	raw	1.16112	14.4917	28.3583	27.7123	29.0043	28.3583	27.7123	29.0043
avi_top1_per_kb	B_log10_x	raw	1.17041	14.805	28.3857	27.7435	29.0279	28.3857	27.7435	29.0279
avi_top1_per_kb	B_log10_x	raw	1.1797	15.125	28.4131	27.7748	29.0515	28.4131	27.7748	29.0515
avi_top1_per_kb	B_log10_x	raw	1.18899	15.452	28.4406	27.806	29.0751	28.4406	27.806	29.0751
avi_top1_per_kb	B_log10_x	raw	1.19827	15.7861	28.468	27.8373	29.0987	28.468	27.8373	29.0987
avi_top1_per_kb	B_log10_x	raw	1.20756	16.1274	28.4954	27.8684	29.1224	28.4954	27.8684	29.1224
avi_top1_per_kb	B_log10_x	raw	1.21685	16.476	28.5228	27.8996	29.146	28.5228	27.8996	29.146
avi_top1_per_kb	B_log10_x	raw	1.22614	16.8322	28.5503	27.9308	29.1697	28.5503	27.9308	29.1697
avi_top1_per_kb	B_log10_x	raw	1.23543	17.1961	28.5777	27.9619	29.1934	28.5777	27.9619	29.1934
avi_top1_per_kb	B_log10_x	raw	1.24472	17.5679	28.6051	27.993	29.2172	28.6051	27.993	29.2172
avi_top1_per_kb	B_log10_x	raw	1.25401	17.9477	28.6325	28.0241	29.241	28.6325	28.0241	29.241
avi_top1_per_kb	B_log10_x	raw	1.2633	18.3357	28.66	28.0552	29.2647	28.66	28.0552	29.2647
avi_top1_per_kb	B_log10_x	raw	1.27259	18.7321	28.6874	28.0862	29.2885	28.6874	28.0862	29.2885
avi_top1_per_kb	B_log10_x	raw	1.28188	19.1371	28.7148	28.1173	29.3124	28.7148	28.1173	29.3124
avi_top1_per_kb	B_log10_x	raw	1.29116	19.5508	28.7422	28.1483	29.3362	28.7422	28.1483	29.3362
avi_top1_per_kb	B_log10_x	raw	1.30045	19.9734	28.7697	28.1792	29.3601	28.7697	28.1792	29.3601
avi_top1_per_kb	B_log10_x	raw	1.30974	20.4052	28.7971	28.2102	29.384	28.7971	28.2102	29.384
avi_top1_per_kb	B_log10_x	raw	1.31903	20.8464	28.8245	28.2411	29.4079	28.8245	28.2411	29.4079
avi_top1_per_kb	B_log10_x	raw	1.32832	21.2971	28.8519	28.272	29.4319	28.8519	28.272	29.4319
avi_top1_per_kb	B_log10_x	raw	1.33761	21.7575	28.8794	28.3029	29.4559	28.8794	28.3029	29.4559
avi_top1_per_kb	B_log10_x	raw	1.3469	22.2279	28.9068	28.3337	29.4799	28.9068	28.3337	29.4799
avi_top1_per_kb	B_log10_x	raw	1.35619	22.7084	28.9342	28.3645	29.5039	28.9342	28.3645	29.5039
avi_top1_per_kb	B_log10_x	raw	1.36548	23.1993	28.9616	28.3953	29.528	28.9616	28.3953	29.528
avi_top1_per_kb	B_log10_x	raw	1.37476	23.7009	28.9891	28.4261	29.552	28.9891	28.4261	29.552
avi_top1_per_kb	B_log10_x	raw	1.38405	24.2133	29.0165	28.4568	29.5762	29.0165	28.4568	29.5762
avi_top1_per_kb	B_log10_x	raw	1.39334	24.7367	29.0439	28.4876	29.6003	29.0439	28.4876	29.6003
avi_top1_per_kb	B_log10_x	raw	1.40263	25.2715	29.0714	28.5182	29.6245	29.0714	28.5182	29.6245
avi_top1_per_kb	B_log10_x	raw	1.41192	25.8179	29.0988	28.5489	29.6487	29.0988	28.5489	29.6487
avi_top1_per_kb	B_log10_x	raw	1.42121	26.376	29.1262	28.5795	29.6729	29.1262	28.5795	29.6729
avi_top1_per_kb	B_log10_x	raw	1.4305	26.9462	29.1536	28.6101	29.6972	29.1536	28.6101	29.6972
avi_top1_per_kb	B_log10_x	raw	1.43979	27.5288	29.1811	28.6407	29.7215	29.1811	28.6407	29.7215
avi_top1_per_kb	B_log10_x	raw	1.44908	28.1239	29.2085	28.6712	29.7458	29.2085	28.6712	29.7458
avi_top1_per_kb	B_log10_x	raw	1.45837	28.732	29.2359	28.7017	29.7701	29.2359	28.7017	29.7701
avi_top1_per_kb	B_log10_x	raw	1.46765	29.3531	29.2633	28.7321	29.7945	29.2633	28.7321	29.7945
avi_top1_per_kb	B_log10_x	raw	1.47694	29.9877	29.2908	28.7626	29.819	29.2908	28.7626	29.819
avi_top1_per_kb	B_log10_x	raw	1.48623	30.636	29.3182	28.7929	29.8434	29.3182	28.7929	29.8434
avi_top1_per_kb	B_log10_x	raw	1.49552	31.2983	29.3456	28.8233	29.8679	29.3456	28.8233	29.8679
avi_top1_per_kb	B_log10_x	raw	1.50481	31.9749	29.373	28.8536	29.8925	29.373	28.8536	29.8925
avi_top1_per_kb	B_log10_x	raw	1.5141	32.6662	29.4005	28.8839	29.917	29.4005	28.8839	29.917
avi_top1_per_kb	B_log10_x	raw	1.52339	33.3724	29.4279	28.9142	29.9416	29.4279	28.9142	29.9416
avi_top1_per_kb	B_log10_x	raw	1.53268	34.0939	29.4553	28.9444	29.9663	29.4553	28.9444	29.9663
avi_top1_per_kb	B_log10_x	raw	1.54197	34.831	29.4827	28.9746	29.9909	29.4827	28.9746	29.9909
avi_top1_per_kb	B_log10_x	raw	1.55125	35.584	29.5102	29.0047	30.0157	29.5102	29.0047	30.0157
avi_top1_per_kb	B_log10_x	raw	1.56054	36.3533	29.5376	29.0348	30.0404	29.5376	29.0348	30.0404
avi_top1_per_kb	B_log10_x	raw	1.56983	37.1392	29.565	29.0648	30.0652	29.565	29.0648	30.0652
avi_top1_per_kb	B_log10_x	raw	1.57912	37.9421	29.5924	29.0949	30.09	29.5924	29.0949	30.09
avi_top1_per_kb	B_log10_x	raw	1.58841	38.7624	29.6199	29.1248	30.1149	29.6199	29.1248	30.1149
avi_top1_per_kb	B_log10_x	raw	1.5977	39.6004	29.6473	29.1548	30.1398	29.6473	29.1548	30.1398
avi_top1_per_kb	B_log10_x	raw	1.60699	40.4565	29.6747	29.1847	30.1648	29.6747	29.1847	30.1648
avi_top1_per_kb	B_log10_x	raw	1.61628	41.3311	29.7022	29.2145	30.1898	29.7022	29.2145	30.1898
avi_top1_per_kb	B_log10_x	raw	1.62557	42.2247	29.7296	29.2443	30.2148	29.7296	29.2443	30.2148
avi_top1_per_kb	B_log10_x	raw	1.63486	43.1375	29.757	29.2741	30.2399	29.757	29.2741	30.2399
avi_top1_per_kb	B_log10_x	raw	1.64414	44.0701	29.7844	29.3038	30.2651	29.7844	29.3038	30.2651
avi_top1_per_kb	B_log10_x	raw	1.65343	45.0229	29.8119	29.3335	30.2902	29.8119	29.3335	30.2902
avi_top1_per_kb	B_log10_x	raw	1.66272	45.9962	29.8393	29.3631	30.3155	29.8393	29.3631	30.3155
avi_top1_per_kb	B_log10_x	raw	1.67201	46.9906	29.8667	29.3927	30.3407	29.8667	29.3927	30.3407
avi_top1_per_kb	B_log10_x	raw	1.6813	48.0065	29.8941	29.4222	30.3661	29.8941	29.4222	30.3661
avi_top1_per_kb	B_log10_x	raw	1.69059	49.0443	29.9216	29.4517	30.3914	29.9216	29.4517	30.3914
avi_top1_per_kb	B_log10_x	raw	1.69988	50.1046	29.949	29.4811	30.4168	29.949	29.4811	30.4168
avi_top1_per_kb	B_log10_x	raw	1.70917	51.1878	29.9764	29.5105	30.4423	29.9764	29.5105	30.4423
avi_top1_per_kb	B_log10_x	raw	1.71846	52.2945	30.0038	29.5399	30.4678	30.0038	29.5399	30.4678
avi_top1_per_kb	B_log10_x	raw	1.72774	53.425	30.0313	29.5691	30.4934	30.0313	29.5691	30.4934
avi_top1_per_kb	B_log10_x	raw	1.73703	54.58	30.0587	29.5984	30.519	30.0587	29.5984	30.519
avi_top1_per_kb	B_log10_x	raw	1.74632	55.76	30.0861	29.6276	30.5447	30.0861	29.6276	30.5447
avi_top1_per_kb	B_log10_x	raw	1.75561	56.9654	30.1135	29.6567	30.5704	30.1135	29.6567	30.5704
avi_top1_per_kb	B_log10_x	raw	1.7649	58.197	30.141	29.6858	30.5962	30.141	29.6858	30.5962
avi_top1_per_kb	B_log10_x	raw	1.77419	59.4551	30.1684	29.7148	30.622	30.1684	29.7148	30.622
avi_top1_per_kb	B_log10_x	raw	1.78348	60.7405	30.1958	29.7438	30.6479	30.1958	29.7438	30.6479
avi_top1_per_kb	B_log10_x	raw	1.79277	62.0536	30.2232	29.7727	30.6738	30.2232	29.7727	30.6738
avi_top1_per_kb	B_log10_x	raw	1.80206	63.3952	30.2507	29.8016	30.6998	30.2507	29.8016	30.6998
avi_top1_per_kb	B_log10_x	raw	1.81135	64.7657	30.2781	29.8304	30.7258	30.2781	29.8304	30.7258
avi_top1_per_kb	B_log10_x	raw	1.82063	66.1659	30.3055	29.8591	30.7519	30.3055	29.8591	30.7519
avi_top1_per_kb	B_log10_x	raw	1.82992	67.5963	30.333	29.8878	30.7781	30.333	29.8878	30.7781
avi_top1_per_kb	B_log10_x	raw	1.83921	69.0577	30.3604	29.9164	30.8043	30.3604	29.9164	30.8043
avi_top1_per_kb	B_log10_x	raw	1.8485	70.5506	30.3878	29.945	30.8306	30.3878	29.945	30.8306
avi_top1_per_kb	B_log10_x	raw	1.85779	72.0759	30.4152	29.9735	30.8569	30.4152	29.9735	30.8569
avi_top1_per_kb	B_log10_x	raw	1.86708	73.6341	30.4427	30.002	30.8833	30.4427	30.002	30.8833
avi_top1_per_kb	B_log10_x	raw	1.87637	75.226	30.4701	30.0304	30.9098	30.4701	30.0304	30.9098
avi_top1_per_kb	B_log10_x	raw	1.88566	76.8523	30.4975	30.0587	30.9363	30.4975	30.0587	30.9363
avi_top1_per_kb	B_log10_x	raw	1.89495	78.5138	30.5249	30.087	30.9628	30.5249	30.087	30.9628
avi_top1_per_kb	B_log10_x	raw	1.90423	80.2111	30.5524	30.1153	30.9895	30.5524	30.1153	30.9895
avi_top1_per_kb	B_log10_x	raw	1.91352	81.9452	30.5798	30.1434	31.0162	30.5798	30.1434	31.0162
avi_top1_per_kb	B_log10_x	raw	1.92281	83.7168	30.6072	30.1715	31.0429	30.6072	30.1715	31.0429
avi_top1_per_kb	B_log10_x	raw	1.9321	85.5267	30.6346	30.1996	31.0697	30.6346	30.1996	31.0697
avi_top1_per_kb	B_log10_x	raw	1.94139	87.3757	30.6621	30.2275	31.0966	30.6621	30.2275	31.0966
avi_top1_per_kb	B_log10_x	raw	1.95068	89.2646	30.6895	30.2555	31.1235	30.6895	30.2555	31.1235
avi_top1_per_kb	B_log10_x	raw	1.95997	91.1944	30.7169	30.2833	31.1505	30.7169	30.2833	31.1505
avi_top1_per_kb	B_log10_x	raw	1.96926	93.166	30.7443	30.3111	31.1776	30.7443	30.3111	31.1776
avi_top1_per_kb	B_log10_x	raw	1.97855	95.1801	30.7718	30.3389	31.2047	30.7718	30.3389	31.2047
avi_top1_per_kb	B_log10_x	raw	1.98784	97.2378	30.7992	30.3665	31.2319	30.7992	30.3665	31.2319
avi_top1_per_kb	B_log10_x	raw	1.99712	99.34	30.8266	30.3941	31.2591	30.8266	30.3941	31.2591
avi_top1_per_kb	B_log10_x	raw	2.00641	101.488	30.854	30.4217	31.2864	30.854	30.4217	31.2864
avi_top1_per_kb	B_log10_x	raw	2.0157	103.682	30.8815	30.4492	31.3138	30.8815	30.4492	31.3138
avi_top1_per_kb	B_log10_x	raw	2.02499	105.923	30.9089	30.4766	31.3412	30.9089	30.4766	31.3412
avi_top1_per_kb	B_log10_x	raw	2.03428	108.213	30.9363	30.504	31.3687	30.9363	30.504	31.3687
avi_top1_per_kb	B_log10_x	raw	2.04357	110.553	30.9638	30.5313	31.3963	30.9638	30.5313	31.3963
avi_top1_per_kb	B_log10_x	raw	2.05286	112.943	30.9912	30.5585	31.4239	30.9912	30.5585	31.4239
avi_top1_per_kb	B_log10_x	raw	2.06215	115.384	31.0186	30.5857	31.4515	31.0186	30.5857	31.4515
avi_top1_per_kb	B_log10_x	raw	2.07144	117.879	31.046	30.6128	31.4793	31.046	30.6128	31.4793
avi_top1_per_kb	B_log10_x	raw	2.08072	120.427	31.0735	30.6398	31.5071	31.0735	30.6398	31.5071
avi_top1_per_kb	B_log10_x	raw	2.09001	123.031	31.1009	30.6668	31.5349	31.1009	30.6668	31.5349
avi_top1_per_kb	B_log10_x	raw	2.0993	125.691	31.1283	30.6937	31.5629	31.1283	30.6937	31.5629
avi_top1_per_kb	B_log10_x	raw	2.10859	128.408	31.1557	30.7206	31.5909	31.1557	30.7206	31.5909
avi_top1_per_kb	B_log10_x	raw	2.11788	131.184	31.1832	30.7474	31.6189	31.1832	30.7474	31.6189
avi_top1_per_kb	B_log10_x	raw	2.12717	134.02	31.2106	30.7742	31.647	31.2106	30.7742	31.647
avi_top1_per_kb	B_log10_x	raw	2.13646	136.917	31.238	30.8008	31.6752	31.238	30.8008	31.6752
avi_top1_per_kb	B_log10_x	raw	2.14575	139.877	31.2654	30.8275	31.7034	31.2654	30.8275	31.7034
avi_top1_per_kb	B_log10_x	raw	2.15504	142.901	31.2929	30.854	31.7317	31.2929	30.854	31.7317
avi_top1_per_kb	B_log10_x	raw	2.16433	145.991	31.3203	30.8805	31.7601	31.3203	30.8805	31.7601
avi_top1_per_kb	B_log10_x	raw	2.17361	149.147	31.3477	30.907	31.7885	31.3477	30.907	31.7885
avi_top1_per_kb	B_log10_x	raw	2.1829	152.371	31.3751	30.9334	31.8169	31.3751	30.9334	31.8169
avi_top1_per_kb	B_log10_x	raw	2.19219	155.665	31.4026	30.9597	31.8455	31.4026	30.9597	31.8455
avi_top1_per_kb	B_log10_x	raw	2.20148	159.031	31.43	30.986	31.874	31.43	30.986	31.874
avi_top1_per_kb	B_log10_x	raw	2.21077	162.469	31.4574	31.0122	31.9027	31.4574	31.0122	31.9027
avi_top1_per_kb	B_log10_x	raw	2.22006	165.981	31.4849	31.0383	31.9314	31.4849	31.0383	31.9314
avi_top1_per_kb	B_log10_x	raw	2.22935	169.57	31.5123	31.0644	31.9601	31.5123	31.0644	31.9601
avi_top1_per_kb	B_log10_x	raw	2.23864	173.236	31.5397	31.0905	31.9889	31.5397	31.0905	31.9889
avi_top1_per_kb	B_log10_x	raw	2.24793	176.981	31.5671	31.1164	32.0178	31.5671	31.1164	32.0178
avi_top1_per_kb	B_log10_x	raw	2.25721	180.807	31.5946	31.1424	32.0467	31.5946	31.1424	32.0467
avi_top1_per_kb	B_log10_x	raw	2.2665	184.716	31.622	31.1683	32.0757	31.622	31.1683	32.0757
avi_top1_per_kb	B_log10_x	raw	2.27579	188.709	31.6494	31.1941	32.1047	31.6494	31.1941	32.1047
avi_top1_per_kb	B_log10_x	raw	2.28508	192.789	31.6768	31.2198	32.1338	31.6768	31.2198	32.1338
avi_top1_per_kb	B_log10_x	raw	2.29437	196.957	31.7043	31.2456	32.163	31.7043	31.2456	32.163
avi_top1_per_kb	B_log10_x	raw	2.30366	201.215	31.7317	31.2712	32.1921	31.7317	31.2712	32.1921
avi_top1_per_kb	B_log10_x	raw	2.31295	205.565	31.7591	31.2968	32.2214	31.7591	31.2968	32.2214
avi_top1_per_kb	B_log10_x	raw	2.32224	210.009	31.7865	31.3224	32.2507	31.7865	31.3224	32.2507
avi_top1_per_kb	B_log10_x	raw	2.33153	214.549	31.814	31.3479	32.28	31.814	31.3479	32.28
avi_top1_per_kb	B_log10_x	raw	2.34082	219.187	31.8414	31.3734	32.3094	31.8414	31.3734	32.3094
avi_top1_per_kb	B_log10_x	raw	2.3501	223.926	31.8688	31.3988	32.3389	31.8688	31.3988	32.3389
avi_top1_per_kb	B_log10_x	raw	2.35939	228.767	31.8962	31.4241	32.3683	31.8962	31.4241	32.3683
avi_top1_per_kb	B_log10_x	raw	2.36868	233.713	31.9237	31.4495	32.3979	31.9237	31.4495	32.3979
avi_top1_per_kb	B_log10_x	raw	2.37797	238.765	31.9511	31.4747	32.4275	31.9511	31.4747	32.4275
avi_top1_per_kb	B_log10_x	raw	2.38726	243.927	31.9785	31.5	32.4571	31.9785	31.5	32.4571
avi_top1_per_kb	B_log10_x	raw	2.39655	249.201	32.0059	31.5251	32.4868	32.0059	31.5251	32.4868
avi_top1_per_kb	B_log10_x	raw	2.40584	254.588	32.0334	31.5503	32.5165	32.0334	31.5503	32.5165
avi_top1_per_kb	B_log10_x	raw	2.41513	260.092	32.0608	31.5753	32.5463	32.0608	31.5753	32.5463
avi_top1_per_kb	B_log10_x	raw	2.42442	265.715	32.0882	31.6004	32.5761	32.0882	31.6004	32.5761
avi_top1_per_kb	B_log10_x	raw	2.4337	271.459	32.1157	31.6254	32.6059	32.1157	31.6254	32.6059
avi_top1_per_kb	B_log10_x	raw	2.44299	277.328	32.1431	31.6503	32.6358	32.1431	31.6503	32.6358
avi_top1_per_kb	B_log10_x	raw	2.45228	283.324	32.1705	31.6753	32.6658	32.1705	31.6753	32.6658
avi_top1_per_kb	B_log10_x	raw	2.46157	289.449	32.1979	31.7001	32.6957	32.1979	31.7001	32.6957
avi_top1_per_kb	B_log10_x	raw	2.47086	295.706	32.2254	31.725	32.7258	32.2254	31.725	32.7258
avi_top1_per_kb	B_log10_x	raw	2.48015	302.099	32.2528	31.7497	32.7558	32.2528	31.7497	32.7558
avi_top1_per_kb	B_log10_x	raw	2.48944	308.63	32.2802	31.7745	32.7859	32.2802	31.7745	32.7859
avi_top1_per_kb	B_log10_x	raw	2.49873	315.303	32.3076	31.7992	32.8161	32.3076	31.7992	32.8161
avi_top1_per_kb	B_log10_x	raw	2.50802	322.119	32.3351	31.8239	32.8462	32.3351	31.8239	32.8462
avi_top1_per_kb	B_log10_x	raw	2.51731	329.083	32.3625	31.8485	32.8765	32.3625	31.8485	32.8765
avi_top1_per_kb	B_log10_x	raw	2.52659	336.197	32.3899	31.8731	32.9067	32.3899	31.8731	32.9067
avi_top1_per_kb	B_log10_x	raw	2.53588	343.466	32.4173	31.8977	32.937	32.4173	31.8977	32.937
avi_top1_per_kb	B_log10_x	raw	2.54517	350.891	32.4448	31.9222	32.9673	32.4448	31.9222	32.9673
avi_top1_per_kb	B_log10_x	raw	2.55446	358.477	32.4722	31.9467	32.9977	32.4722	31.9467	32.9977
avi_top1_per_kb	B_log10_x	raw	2.56375	366.227	32.4996	31.9712	33.0281	32.4996	31.9712	33.0281
avi_top1_per_kb	B_log10_x	raw	2.57304	374.144	32.527	31.9956	33.0585	32.527	31.9956	33.0585
avi_top1_per_kb	B_log10_x	raw	2.58233	382.233	32.5545	32.02	33.089	32.5545	32.02	33.089
avi_top1_per_kb	B_log10_x	raw	2.59162	390.496	32.5819	32.0443	33.1195	32.5819	32.0443	33.1195
avi_top1_per_kb	B_log10_x	raw	2.60091	398.938	32.6093	32.0687	33.15	32.6093	32.0687	33.15
avi_top1_per_kb	B_log10_x	raw	2.61019	407.563	32.6367	32.0929	33.1806	32.6367	32.0929	33.1806
avi_top1_per_kb	B_log10_x	raw	2.61948	416.374	32.6642	32.1172	33.2111	32.6642	32.1172	33.2111
avi_top1_per_kb	B_log10_x	raw	2.62877	425.376	32.6916	32.1414	33.2418	32.6916	32.1414	33.2418
avi_top1_per_kb	B_log10_x	raw	2.63806	434.572	32.719	32.1656	33.2724	32.719	32.1656	33.2724
avi_top1_per_kb	B_log10_x	raw	2.64735	443.967	32.7465	32.1898	33.3031	32.7465	32.1898	33.3031
avi_top1_per_kb	B_log10_x	raw	2.65664	453.565	32.7739	32.2139	33.3338	32.7739	32.2139	33.3338
avi_top1_per_kb	B_log10_x	raw	2.66593	463.371	32.8013	32.2381	33.3646	32.8013	32.2381	33.3646
avi_top1_per_kb	B_log10_x	raw	2.67522	473.388	32.8287	32.2621	33.3953	32.8287	32.2621	33.3953
avi_top1_per_kb	B_log10_x	raw	2.68451	483.622	32.8562	32.2862	33.4261	32.8562	32.2862	33.4261
avi_top1_per_kb	B_log10_x	raw	2.6938	494.078	32.8836	32.3102	33.4569	32.8836	32.3102	33.4569
avi_top1_per_kb	B_log10_x	raw	2.70308	504.759	32.911	32.3342	33.4878	32.911	32.3342	33.4878
avi_top1_per_kb	B_log10_x	raw	2.71237	515.672	32.9384	32.3582	33.5187	32.9384	32.3582	33.5187
avi_top1_per_kb	B_log10_x	raw	2.72166	526.82	32.9659	32.3822	33.5496	32.9659	32.3822	33.5496
avi_top1_per_kb	B_log10_x	raw	2.73095	538.209	32.9933	32.4061	33.5805	32.9933	32.4061	33.5805
avi_top1_per_kb	B_log10_x	raw	2.74024	549.845	33.0207	32.43	33.6114	33.0207	32.43	33.6114
avi_top1_per_kb	B_log10_x	raw	2.74953	561.732	33.0481	32.4539	33.6424	33.0481	32.4539	33.6424
avi_top1_per_kb	B_log10_x	raw	2.75882	573.876	33.0756	32.4777	33.6734	33.0756	32.4777	33.6734
avi_top1_per_kb	B_log10_x	raw	2.76811	586.283	33.103	32.5015	33.7045	33.103	32.5015	33.7045
avi_top1_per_kb	B_log10_x	raw	2.7774	598.957	33.1304	32.5253	33.7355	33.1304	32.5253	33.7355
avi_top1_per_kb	B_log10_x	raw	2.78668	611.906	33.1578	32.5491	33.7666	33.1578	32.5491	33.7666
avi_top1_per_kb	B_log10_x	raw	2.79597	625.135	33.1853	32.5729	33.7977	33.1853	32.5729	33.7977
avi_top1_per_kb	B_log10_x	raw	2.80526	638.65	33.2127	32.5966	33.8288	33.2127	32.5966	33.8288
avi_top1_per_kb	B_log10_x	raw	2.81455	652.457	33.2401	32.6203	33.8599	33.2401	32.6203	33.8599
avi_top1_per_kb	B_log10_x	raw	2.82384	666.562	33.2675	32.644	33.8911	33.2675	32.644	33.8911
avi_top1_per_kb	B_log10_x	raw	2.83313	680.973	33.295	32.6677	33.9222	33.295	32.6677	33.9222
avi_top1_per_kb	B_log10_x	raw	2.84242	695.695	33.3224	32.6914	33.9534	33.3224	32.6914	33.9534
avi_top1_per_kb	B_log10_x	raw	2.85171	710.735	33.3498	32.715	33.9847	33.3498	32.715	33.9847
avi_top1_per_kb	B_log10_x	raw	2.861	726.1	33.3773	32.7386	34.0159	33.3773	32.7386	34.0159
avi_top1_per_kb	B_log10_x	raw	2.87029	741.798	33.4047	32.7622	34.0472	33.4047	32.7622	34.0472
avi_top1_per_kb	B_log10_x	raw	2.87957	757.835	33.4321	32.7858	34.0784	33.4321	32.7858	34.0784
avi_top1_per_kb	B_log10_x	raw	2.88886	774.218	33.4595	32.8093	34.1097	33.4595	32.8093	34.1097
avi_top1_per_kb	B_log10_x	raw	2.89815	790.956	33.487	32.8329	34.141	33.487	32.8329	34.141
avi_top1_per_kb	B_log10_x	raw	2.90744	808.056	33.5144	32.8564	34.1724	33.5144	32.8564	34.1724
avi_top1_per_kb	B_log10_x	raw	2.91673	825.525	33.5418	32.8799	34.2037	33.5418	32.8799	34.2037
avi_top1_per_kb	B_log10_x	raw	2.92602	843.372	33.5692	32.9034	34.2351	33.5692	32.9034	34.2351
avi_top1_per_kb	B_log10_x	raw	2.93531	861.605	33.5967	32.9268	34.2665	33.5967	32.9268	34.2665
avi_top1_per_kb	B_log10_x	raw	2.9446	880.232	33.6241	32.9503	34.2979	33.6241	32.9503	34.2979
avi_top1_per_kb	B_log10_x	raw	2.95389	899.262	33.6515	32.9737	34.3293	33.6515	32.9737	34.3293
avi_top1_per_kb	B_log10_x	raw	2.96317	918.703	33.6789	32.9972	34.3607	33.6789	32.9972	34.3607
avi_top1_per_kb	B_log10_x	raw	2.97246	938.564	33.7064	33.0206	34.3922	33.7064	33.0206	34.3922
avi_top1_per_kb	B_log10_x	raw	2.98175	958.855	33.7338	33.0439	34.4236	33.7338	33.0439	34.4236
avi_top1_per_kb	B_log10_x	raw	2.99104	979.584	33.7612	33.0673	34.4551	33.7612	33.0673	34.4551
avi_top1_per_kb	B_log10_x	raw	3.00033	1000.76	33.7886	33.0907	34.4866	33.7886	33.0907	34.4866
avi_top1_per_kb	B_log10_x	raw	3.00962	1022.4	33.8161	33.114	34.5181	33.8161	33.114	34.5181
avi_top1_per_kb	B_log10_x	raw	3.01891	1044.5	33.8435	33.1373	34.5497	33.8435	33.1373	34.5497
avi_top1_per_kb	B_log10_x	raw	3.0282	1067.08	33.8709	33.1607	34.5812	33.8709	33.1607	34.5812
avi_top1_per_kb	B_log10_x	raw	3.03749	1090.15	33.8983	33.184	34.6127	33.8983	33.184	34.6127
avi_top1_per_kb	B_log10_x	raw	3.04678	1113.72	33.9258	33.2072	34.6443	33.9258	33.2072	34.6443
